Inspection_ID,DBA_Name,AKA_Name,License,Facility_Type,Risk,Address,City,State,Zip,Inspection_Date,Inspection_Type,Results
2261910,MI TIERRA SOUTH RESTAURANT,MI TIERRA SOUTH RESTAURANT,2442794,Restaurant,Risk 1 (High),2528 S KEDZIE AVE ,CHICAGO,IL,60623,2019,Complaint,Pass w/ Conditions
2261889,CHICKEN POLLO SHACK,CHICKEN POLLO SHACK,2647065,Restaurant,Risk 2 (Medium),3944 W CHICAGO AVE ,CHICAGO,IL,60651,2019,License,Pass
2261885,SPANGLISH MEXICAN KITCHEN,SPANGLISH MEXICAN KITCHEN,2202296,Restaurant,Risk 1 (High),555 S STATE ST ,CHICAGO,IL,60605,2019,Canvass,Out of Business
2261884,WEE CARE NURSERY SCHOOL,WEE CARE NURSERY SCHOOL,2220951,Daycare (2 - 6 Years),Risk 1 (High),1845 E 79TH ST ,CHICAGO,IL,60649,2019,License Re-Inspection,Pass
2261883,PATHWAYS TO LEARNING CHILD CARE CENTER,PATHWAYS TO LEARNING CHILD CARE CENTER,2215780,CHILDRENS SERVICES FACILITY,Risk 1 (High),3450 - 3454 W 79TH ST ,CHICAGO,IL,60652,2019,Canvass Re-Inspection,Pass w/ Conditions
580777,BP,BP,47175,Grocery Store,Risk 3 (Low),2751 W PETERSON AVE ,CHICAGO,IL,60659,2019,Canvass Re-Inspection,Pass
2261871,ARNOLD MIRELES SCHOOL,ARNOLD MIRELES SCHOOL,2046699,School,Risk 1 (High),9000 S EXCHANGE ,CHICAGO,IL,60617,2019,Canvass Re-Inspection,Pass
2261866,GOHYANG FOOD CORPORATION,GOHYANG FOOD,2042772,Grocery Store,Risk 1 (High),5731 N LINCOLN AVE ,CHICAGO,IL,60659,2019,Canvass,Fail
2261867,Stevenson Middle School (Branch),Stevenson Middle School (Branch),25472,School,Risk 1 (High),4350 W 79th St ,CHICAGO,IL,60652,2019,Canvass Re-Inspection,Pass
2261854,LA BURDICK CHICAGO LLC,LA BURDICK,2551679,Restaurant,Risk 2 (Medium),609 N STATE ST ,CHICAGO,IL,60654,2019,Complaint,Pass w/ Conditions
2261842,KING CRAB HOUSE,KING CRAB HOUSE,2464831,Restaurant,Risk 1 (High),1816 N HALSTED ST ,CHICAGO,IL,60614,2019,Canvass,Pass w/ Conditions
2261840,RESTAURANTE SALVADORENO OLOCUILTA INC,OLOCUILTA #2 RESTAURANTE CENTROAMERICANO,2646376,Restaurant,Risk 1 (High),3658 W LAWRENCE AVE ,CHICAGO,IL,60625,2019,License Re-Inspection,Pass
2261830,MOON STAR GROCERY MART,MOON STAR GROCERY MART,2637283,Grocery Store,Risk 3 (Low),4903 W Chicago AVE ,CHICAGO,IL,60651,2019,License Re-Inspection,Pass
2261818,BITE,BITE,51992,Restaurant,Risk 1 (High),1039 N WESTERN AVE ,CHICAGO,IL,60622,2019,Canvass,Fail
2261817,BRICKS,BRICKS,10486,Restaurant,Risk 1 (High),1909 N LINCOLN AVE ,CHICAGO,IL,60614,2019,Complaint,Pass w/ Conditions
2261825,SUBWAY,SUBWAY,2483091,Restaurant,Risk 1 (High),3550 N AUSTIN AVE ,CHICAGO,IL,60634,2019,Canvass,Pass w/ Conditions
2261805,POLONIA,POLONIA,50418,Restaurant,Risk 1 (High),4604 S ARCHER AVE ,CHICAGO,IL,60632,2019,Canvass,No Entry
2261803,MJ RESTAURANT,MJ RESTAURANT,2423709,Restaurant,Risk 1 (High),912 N WESTERN AVE ,CHICAGO,IL,60622,2019,Canvass,Out of Business
2261793,TAKE ME OUT,TAKE ME OUT,1869711,Restaurant,Risk 1 (High),1502 W 18TH ST ,CHICAGO,IL,60608,2019,Canvass,Out of Business
2261798,BAKE FOR ME!,BAKE FOR ME!,2418778,Restaurant,Risk 2 (Medium),303 E WACKER DR ,CHICAGO,IL,60601,2019,Canvass,No Entry
2261799,KEN'S,KEN'S,83988,Restaurant,Risk 1 (High),10522 S WESTERN AVE ,CHICAGO,IL,60643,2019,Canvass,No Entry
2261797,T-OPERA CAFE,T-OPERA CAFE,2560920,Restaurant,Risk 1 (High),1958 W 35TH ST ,CHICAGO,IL,60609,2019,Canvass,Out of Business
2261796,GRACE MARKET INC,GRACE MARKET,2137926,Grocery Store,Risk 3 (Low),2035 W HOWARD ST ,CHICAGO,IL,60645,2019,Canvass,Out of Business
543399,NICK'S GYROS,NICK'S GYROS,1403378,Restaurant,Risk 1 (High),2011 W 63RD ST ,CHICAGO,IL,60636,2019,Complaint,Pass
585634,"ACE'S SOUL FOOD CAFE, INC.","ACE'S SOUL FOOD CAFE, INC.",1904903,Restaurant,Risk 1 (High),432 E 63RD ST ,CHICAGO,IL,60637,2019,Canvass Re-Inspection,Pass
2261782,RESURRECTION LUTHERAN CHURCH,RESURRECTION LUTHERAN CHURCH,2215742,Daycare (2 - 6 Years),Risk 1 (High),3309 N SEMINARY AVE ,CHICAGO,IL,60657,2019,License,No Entry
2261777,TRATTORIA GIANNI,TRATTORIA GIANNI,14891,Restaurant,Risk 1 (High),1711 N HALSTED ST ,CHICAGO,IL,60614,2019,Canvass,Pass w/ Conditions
2261760,WILD HARE,WILD HARE,2133895,Restaurant,Risk 1 (High),2610 N HALSTED ST ,CHICAGO,IL,60614,2019,Canvass,Pass w/ Conditions
2261766,"24 HRS GYROS & SUB INC.,",24 HRS GYROS & SUB,2192751,Restaurant,Risk 1 (High),2058 E 71ST ST ,CHICAGO,IL,60649,2019,Complaint,Fail
2261756,BEVERLY BAKERY INC,BEVERLY BAKERY INC,1546696,Bakery,Risk 1 (High),10528 S WESTERN AVE ,CHICAGO,IL,60643,2019,Canvass Re-Inspection,Pass w/ Conditions
2261750,KINZIE HOTEL,KINZIE HOTEL,2608572,Restaurant,Risk 2 (Medium),20 W KINZIE ST ,CHICAGO,IL,60654,2019,Complaint,Pass
2261745,Ravenswood,Ravenswood Elementary School,25061,School,Risk 1 (High),4332 N Paulina ST ,CHICAGO,IL,60613,2019,Canvass,Pass w/ Conditions
2261752,Chicago Academy Elementary School,Chicago Academy Elementary School,45211,School,Risk 1 (High),3400 N Austin ,CHICAGO,IL,60634,2019,Canvass,Pass
2261724,CAFE MONSIVAIS,CAFE MONSIVAIS,2350106,Restaurant,Risk 2 (Medium),1637 W 18TH ST ,CHICAGO,IL,60608,2019,Canvass,Out of Business
2261717,TACO BELL #30408,TACO BELL,2320728,Restaurant,Risk 1 (High),1111 W ADDISON ST ,CHICAGO,IL,60613,2019,Canvass,Out of Business
2261715,A TAVOLA,A TAVOLA,45044,Restaurant,Risk 1 (High),2148 W CHICAGO AVE ,CHICAGO,IL,60622,2019,Complaint,Fail
2261711,LE PAIN QUOTIDIEN,LE PAIN QUOTIDIEN,2350156,Restaurant,Risk 1 (High),20 N MICHIGAN AVE ,CHICAGO,IL,60602,2019,Complaint,Fail
2261710,"TESSY'S HOMEFOOD MARKET,INC.",TESSY'S HOMEFOOD MARKET,2183484,Grocery Store,Risk 3 (Low),6238 N BROADWAY ,CHICAGO,IL,60660,2019,Canvass,Out of Business
2261704,ROTI MODERN MEDITERRANEAN,ROTI MODERN MEDITERRANEAN,2550794,Restaurant,Risk 1 (High),55 E JACKSON BLVD ,CHICAGO,IL,60604,2019,Canvass,Pass w/ Conditions
2261696,DOLLOP DINER,DOLLOP DINER,2507003,Restaurant,Risk 1 (High),5060 N CLARK ST ,CHICAGO,IL,60640,2019,Canvass Re-Inspection,Pass w/ Conditions
2261767,EL PILON RESTAURANT CORPORATION,EL PILON RESTAURANT CORPORATION,2386307,Restaurant,Risk 1 (High),3422 W ARMITAGE AVE ,CHICAGO,IL,60647,2019,Canvass,No Entry
2261669,BIG WIG,BIG WIG TACO AND BURRITOS,2637070,Restaurant,Risk 1 (High),770 N LA SALLE DR ,CHICAGO,IL,60654,2019,License,Pass w/ Conditions
2261665,DELHI SPICE INC.,DELHI SPICE,2646768,Restaurant,Risk 1 (High),2657 W DEVON AVE ,CHICAGO,IL,60659,2019,License,Not Ready
2261688,AINT SHE SWEET CAFE,AINT SHE SWEET CAFE,2064590,Restaurant,Risk 1 (High),526 E 43RD ST ,CHICAGO,IL,60653,2019,Canvass,Out of Business
2261666,AIN'T SHE SWEET CAFE,AIN'T SHE SWEET CAFE,2641210,Restaurant,Risk 1 (High),526 E 43RD ST ,CHICAGO,IL,60653,2019,License,Pass
2261654,CARLOS FUENTES CHARTER SCHOOL,UNO CHARTER SCHOOL,18236,School,Risk 1 (High),2845 W BARRY ST ,CHICAGO,IL,60618,2019,Canvass,Pass
2261649,BURGER KING #25272,BURGER KING #25272,2637080,Restaurant,Risk 2 (Medium),7558 S ASHLAND AVE ,CHICAGO,IL,60620,2019,License,Pass
284976,WOLFY'S,WOLFY'S,3532,Restaurant,Risk 1 (High),2734 W PETERSON AVE ,CHICAGO,IL,60659,2019,Canvass,Pass
2261639,JACOB BEIDLER ELEMENTARY SCHOOL,Beidler Elementary School,22211,School,Risk 1 (High),3151 W Walnut St (234N) ,CHICAGO,IL,60612,2019,Canvass Re-Inspection,Pass
2261628,FUNGS INTERNATIONAL CUISINE,FUNGS INTERNATIONAL CUISINE,2262550,Restaurant,Risk 1 (High),1343 W MORSE AVE ,CHICAGO,IL,60626,2019,Canvass,Out of Business
2261627,BROWN BAG SEAFOOD CO.,BROWN BAG SEAFOOD CO.,2642181,Restaurant,Risk 1 (High),150 N RIVERSIDE PLZ ,CHICAGO,IL,60606,2019,License,Not Ready
2261604,VIRGEN DE GUADALUPE,HERBALIFE,2398465,Restaurant,Risk 2 (Medium),6410 N FAIRFIELD AVE ,CHICAGO,IL,60645,2019,Canvass,No Entry
414038,WINDY CITY SNACKS & CELLULAR,WINDY CITY SNACKS & CELLULAR,2059509,Grocery Store,Risk 2 (Medium),7122 S ASHLAND AVE ,CHICAGO,IL,60636,2019,License Re-Inspection,Pass
413613,PEPE'S TACOS,PEPE'S TACOS,6602,Restaurant,Risk 1 (High),4553 S ASHLAND AVE ,CHICAGO,IL,60609,2019,Canvass,Out of Business
2261587,LUIS VEGA ROMERO,LACOCINA DE ALICIA,2551355,Restaurant,Risk 1 (High),4545 W DIVISION ST ,CHICAGO,IL,60651,2019,Canvass,No Entry
2261589,CHICAGO STYLE CONCESSIONS,CHICAGO STYLE CONCESSIONS,2550790,Restaurant,Risk 1 (High),4545 W DIVISION ST ,CHICAGO,IL,60651,2019,Canvass,No Entry
2261593,666 FOOD MART INC.,666 FOOD MART INC.,2584050,Grocery Store,Risk 2 (Medium),1825 W 59TH ST ,CHICAGO,IL,60636,2019,Canvass,Out of Business
2261585,CHINA CHEF RESTAURANT,CHINA CHEF RESTAURANT,17726,Restaurant,Risk 1 (High),3832 S ASHLAND AVE ,CHICAGO,IL,60609,2019,Canvass,Pass w/ Conditions
2261583,LA BARCA EL TACONAZO,LA BARCA EL TACONAZO,2437524,Restaurant,Risk 1 (High),4124 W NORTH AVE ,CHICAGO,IL,60639,2019,Complaint,Fail
2261579,MAKOTO,MAKOTO,1470908,Restaurant,Risk 1 (High),5854-5856 N LINCOLN AVE ,CHICAGO,IL,60659,2019,Canvass,No Entry
2261574,RESTAURANT EL MOGOTE,RESTAURANT EL MOGOTE,2043368,Restaurant,Risk 1 (High),4959 N KEDZIE AVE ,CHICAGO,IL,60625,2019,Canvass,No Entry
2261572,"BENCHMARK HOSPITALITY OF CHICAGO, INC.",WORLD OF WHIRLPOOL,2049410,Restaurant,Risk 1 (High),325 N LA SALLE ST BLDG ,CHICAGO,IL,60654,2019,Complaint,Pass
2261560,CEVICHERIA RIO BALSAS,MARISCOS ESTILO RIO BALSAS,2542394,Restaurant,Risk 1 (High),4545 W DIVISION ST ,CHICAGO,IL,60651,2019,License Re-Inspection,Pass w/ Conditions
2261563,LAWRENE FISH MARKET,LAWRENCE FISH MARKET,2422889,Grocery Store,Risk 1 (High),3914 W LAWRENCE AVE ,CHICAGO,IL,60625,2019,Complaint,No Entry
2261558,DIRKSEN US COURTHOUSE,DIRKSEN US COURTHOUSE,2373957,Restaurant,Risk 1 (High),219 S DEARBORN ST ,CHICAGO,IL,60604,2019,Canvass,Fail
2261553,ARNOLD MIRELES SCHOOL,ARNOLD MIRELES SCHOOL,2046699,School,Risk 1 (High),9000 S EXCHANGE ,CHICAGO,IL,60617,2019,Canvass,Fail
2261546,KANELA II,KANELA,2231826,Restaurant,Risk 1 (High),1552 N WELLS ST ,CHICAGO,IL,60610,2019,Canvass,Pass w/ Conditions
2261548,PALETERIA EL SABOR DE MEXICO INC.,PALETERIA EL SABOR DE MEXICO INC.,2078749,Restaurant,Risk 2 (Medium),1639 W 18TH ST ,CHICAGO,IL,60608,2019,Canvass,Out of Business
2261532,GIOIA CANDY,GIOIA CANDY,2017141,CANDY/GELATO,Risk 2 (Medium),333 S STATE ST ,CHICAGO,IL,60604,2019,Canvass Re-Inspection,Pass w/ Conditions
2261535,Links Taproom,Links Taproom,2252373,Restaurant,Risk 1 (High),1559 N MILWAUKEE AVE ,CHICAGO,IL,60622,2019,Complaint,No Entry
2261538,PHILS PIZZA OF BRIDGEPORT INC,PHIL'S PIZZA OF BRIDGEPORT,2496697,Restaurant,Risk 1 (High),1102 W 35TH ST ,CHICAGO,IL,60609,2019,Canvass,No Entry
2261537,T-OPERA CAFE,T-OPERA CAFE,2560920,Restaurant,Risk 1 (High),1958 W 35TH ST ,CHICAGO,IL,60609,2019,Canvass,No Entry
2261526,EGGSPERIENCE,EGGSPERIENCE,2506984,Restaurant,Risk 1 (High),33 W ONTARIO ST ,CHICAGO,IL,60654,2019,Complaint Re-Inspection,Pass
2261523,FOX'S BEVERLY PUB,FOX'S BEVERLY PUB,149,Restaurant,Risk 1 (High),9956 S WESTERN AVE ,CHICAGO,IL,60643,2019,Canvass,Fail
2261522,LUCKY STRIKE,LUCKY STRIKE,2609816,Restaurant,Risk 1 (High),1025 W ADDISON ST ,CHICAGO,IL,60613,2019,License Re-Inspection,Pass
2261503,MARTINI CLUB AT MANOR BOWLING & BILLIARD,MARTINI CLUB,1270793,Restaurant,Risk 1 (High),3124 N CENTRAL AVE ,CHICAGO,IL,60634,2019,Canvass,No Entry
2261507,"BIG CHICKS, INC.",BIG CHICKS,1740142,Restaurant,Risk 1 (High),5024 N SHERIDAN RD ,CHICAGO,IL,60640,2019,Complaint,Pass
2261488,JOHN C. BURROUGHS ELEMENTARY,JOHN C. BURROUGHS ELEMENTARY,22481,School,Risk 1 (High),3542 S Washtenaw ,CHICAGO,IL,60632,2019,Canvass,Pass
2261459,Reavis,Reavis,25091,School,Risk 1 (High),834 E 50th St (5000S) ,CHICAGO,IL,60615,2019,Canvass,Pass
2261467,BARTON G - THE RESTAURANT,BARTON G - THE RESTAURANT,2621203,Restaurant,Risk 1 (High),415 N DEARBORN ST ,CHICAGO,IL,60654,2019,License Re-Inspection,Pass
2261450,CEBU BAR AND GRILL,CEBU BAR AND GRILL,2615555,Restaurant,Risk 1 (High),2211 W NORTH AVE ,CHICAGO,IL,60647,2019,Canvass Re-Inspection,Pass
2261441,Bread & Wine,Bread & Wine,2087767,Restaurant,Risk 1 (High),3732-3734 W Irving Park RD ,CHICAGO,IL,60618,2019,Canvass,Out of Business
2261436,PASTA D'ARTE,PASTA D' ARTE,2349134,Restaurant,Risk 1 (High),6305-6311 N milwaukee AVE ,CHICAGO,IL,60646,2019,Canvass,No Entry
2261420,PALETERIA LA CEIBA INC.,PALETERIA LA CEIBA,2500917,Restaurant,Risk 2 (Medium),4253 1/2 W FULLERTON AVE ,CHICAGO,IL,60639,2019,Canvass,Out of Business
2261426,THE SILVER PALM RESTAURANT,THE SILVER PALM RESTAURANT,1168049,Restaurant,Risk 1 (High),768 N MILWAUKEE AVE ,CHICAGO,IL,60642,2019,Canvass,No Entry
2261418,OSCO DRUG # 3082,OSCO DRUR # 3082,2616982,Grocery Store,Risk 3 (Low),6014 S COTTAGE GROVE AVE ,CHICAGO,IL,60637,2019,License,Pass w/ Conditions
2261413,FRESHII,FRESHII,2646392,Restaurant,Risk 1 (High),845 N MICHIGAN AVE ,CHICAGO,IL,60611,2019,License,Pass
2261396,Big Hill Cantina,Big Hill Bar & Grill,1678004,Restaurant,Risk 1 (High),3307 W BRYN MAWR AVE ,CHICAGO,IL,60659,2019,Canvass,No Entry
2261386,Maude's,Maude's Liquor Bar,2042072,Restaurant,Risk 1 (High),840 W RANDOLPH ST ,CHICAGO,IL,60607,2019,Complaint,No Entry
2261383,EVELYN'S FOOD MARKET,EVELYN'S FOOD MARKET,2641927,Grocery Store,Risk 3 (Low),1001 N PULASKI RD ,CHICAGO,IL,60651,2019,License,Pass w/ Conditions
2261375,S & H FOOD MART INC.,S & H FOOD MART,2483231,Grocery Store,Risk 2 (Medium),1001 N PULASKI RD ,CHICAGO,IL,60651,2019,Canvass,Out of Business
2261373,GUEY LON RESTAURANT,GUEY LON RESTAURANT,3643,Restaurant,Risk 1 (High),3968 N ELSTON AVE ,CHICAGO,IL,60618,2019,Complaint Re-Inspection,Pass
2261366,SONNETS ACADEMY - LINCOLN PARK,SONNETS ACADEMY,2492596,Children's Services Facility,Risk 1 (High),1942 N CLARK ST ,CHICAGO,IL,60614,2019,License,Pass
2261374,LUCKY STRIKE,LUCKY STRIKE,2609816,Restaurant,Risk 1 (High),1025 W ADDISON ST ,CHICAGO,IL,60613,2019,License,Fail
2261364,MEAT MARKET & GROCERY,MEAT MARKET & GROCERY,2636673,Grocery Store,Risk 2 (Medium),3537 W CERMAK RD ,CHICAGO,IL,60623,2019,License Re-Inspection,Pass w/ Conditions
2261568,FRESHII,FRESHII,2374553,Restaurant,Risk 1 (High),845 N MICHIGAN AVE ,CHICAGO,IL,60611,2019,Canvass,Out of Business
2261363,AMSTAR FUEL & MINI MART,AMSTAR FUEL & MINI MART,1873624,Restaurant,Risk 1 (High),8903 S SOUTH CHICAGO AVE ,CHICAGO,IL,60617,2019,Canvass,Fail
2261365,NIA FAMILY CENTER,NIA FAMILY CENTER,2215567,Children's Services Facility,Risk 1 (High),744 N MONTICELLO AVE ,CHICAGO,IL,60624,2019,License,Pass
2261349,PAULO FREIRE CENTER,PAULO FREIRE CENTER,2215569,Daycare Above and Under 2 Years,Risk 1 (High),1653 W 43RD ST ,CHICAGO,IL,60609,2019,License,Pass
2261350,BEVERLY BAKERY INC,BEVERLY BAKERY INC,1546696,Bakery,Risk 1 (High),10528 S WESTERN AVE ,CHICAGO,IL,60643,2019,Canvass,Fail
2261435,DREAM'S MINI MART,DREAM'S MINI MART,2583167,Grocery Store,Risk 3 (Low),3551-3559 W ROOSEVELT RD ,CHICAGO,IL,60624,2019,License,Not Ready
2261345,Snappy Convenience Center #7,Snappy Convenience Center/Subway/Dunkin Donut,1904868,Restaurant,Risk 1 (High),3960 W IRVING PARK RD ,CHICAGO,IL,60618,2019,Canvass Re-Inspection,Pass
2261339,"CHICAGO WINGS AROUND THE WORLD 61ST & HALSTED,INC",CHICAGO WINGS AROUND THE WORLD,2642329,Restaurant,Risk 1 (High),748 W 61ST ST ,CHICAGO,IL,60621,2019,License Re-Inspection,Pass w/ Conditions
2261318,POPEYES,POPEYES,1577600,Restaurant,Risk 1 (High),6622 W FULLERTON AVE ,CHICAGO,IL,60707,2019,Complaint,Pass w/ Conditions
2261326,SONNETS ACADEMY,SONNETS ACADEMY LINCOLN PARK,2355004,Children's Services Facility,Risk 1 (High),1932-1934 N CLARK ST ,CHICAGO,IL,60614,2019,License,Not Ready
2261317,"MR. CRAB FISH CHICKEN AND GRILL, INC. OF CHICAGO","MR. CRAB FISH CHICKEN AND GRILL, INC. OF CHICAGO",2641431,Restaurant,Risk 2 (Medium),1454 W 95TH ST ,CHICAGO,IL,60643,2019,License Re-Inspection,Pass
2261321,ASTORIA PLACE LIVING AND REHAB,ASTORIA PLACE,2470110,Long Term Care,Risk 1 (High),6300-6320 N CALIFORNIA AVE ,CHICAGO,IL,60659,2019,Complaint,Pass
2261316,JACK AND GINGERS,JACK AND GINGERS,1767508,Restaurant,Risk 1 (High),2048 W ARMITAGE AVE ,CHICAGO,IL,60647,2019,Complaint,Fail
2261309,"MAYFLOWER SEAFOOD RESTAURANT, LLC","MAYFLOWER SEAFOOD RESTAURANT, LLC",2601455,Restaurant,Risk 1 (High),2225 S WENTWORTH AVE ,CHICAGO,IL,60616,2019,Complaint,Fail
2261303,CUBA 312,CUBA 312,2348660,Restaurant,Risk 1 (High),2054 W ROSCOE ST ,CHICAGO,IL,60618,2019,Complaint,No Entry
2261288,EL NUEVO SOL DE MEXICO,EL NUEVO SOL DE MEXICO,2196745,Restaurant,Risk 1 (High),6418 N WESTERN AVE ,CHICAGO,IL,60645,2019,Canvass,Pass w/ Conditions
2261329,CHILAM BALAM,CHILAM BALAM,1981094,Restaurant,Risk 1 (High),3023 N BROADWAY ,CHICAGO,IL,60657,2019,Canvass,No Entry
2261251,"CHILDREN'S WORLD, INC.",CHILDREN'S WORLD  DAY CARE,2215907,Daycare (2 - 6 Years),Risk 1 (High),5911 N LINCOLN AVE ,CHICAGO,IL,60659,2019,Canvass,Pass w/ Conditions
2261247,PHLOUR BAKERY AND CAFE,PHLOUR BAKERY AND CAFE,2522179,Bakery,Risk 1 (High),1138 W BRYN MAWR AVE ,CHICAGO,IL,60660,2019,Canvass Re-Inspection,Pass
2261245,EDDIE'S SANDWISHES,EDDIE'S SANDWICHES,2483738,Restaurant,Risk 2 (Medium),2721 W DIVISION ST ,CHICAGO,IL,60622,2019,Canvass,Out of Business
2261248,BRAZILIAN BOWL FRESH GRILL,BRAZILIAN BOWL FRESH GRILL,2437092,Restaurant,Risk 1 (High),3200 W LAWRENCE AVE ,CHICAGO,IL,60625,2019,Canvass,Fail
2261236,SIMI'S,SIMI'S,2442669,Restaurant,Risk 1 (High),6310 N WESTERN AVE ,CHICAGO,IL,60659,2019,Canvass,No Entry
2261235,BEST SUB CORNER INC,BEST SUB CORNER,2569108,Restaurant,Risk 2 (Medium),2407 W LAWRENCE AVE ,CHICAGO,IL,60625,2019,Canvass,Out of Business
2261232,RYHANAS CUISINE,RYHANAS CUISINE,2423338,Restaurant,Risk 1 (High),2253 W TAYLOR ST ,CHICAGO,IL,60612,2019,Canvass,Out of Business
2261228,"KOPI, A TRAVELER'S CAFE","KOPI, A TRAVELER'S CAFE",50261,Restaurant,Risk 1 (High),5317 N CLARK ST ,CHICAGO,IL,60640,2019,Canvass,Pass
2261219,NOODLES PARTY,NOODLES PARTY,1894582,Restaurant,Risk 1 (High),4205 W LAWRENCE AVE ,CHICAGO,IL,60630,2019,Canvass,No Entry
2261224,TOP DOG II,TOP DOG II,2129684,Restaurant,Risk 1 (High),3961 W IRVING PARK RD ,CHICAGO,IL,60618,2019,Complaint,No Entry
2261215,TASTY CHINESE FOOD,TASTY CHINESE FOOD,2646431,Restaurant,Risk 1 (High),3051 N CALIFORNIA AVE ,CHICAGO,IL,60618,2019,License,No Entry
2261211,"A.P. DELI RESTAURANT GROUP, INC.","A.P. DELI RESTAURANT GROUP, INC.",1841985,Restaurant,Risk 1 (High),10758 S MICHIGAN AVE ,CHICAGO,IL,60628,2019,Canvass,Fail
2253208,FOSTER PANTRY,FOSTER PANTRY,63790,Grocery Store,Risk 3 (Low),5139 N DAMEN AVE ,CHICAGO,IL,60625,2019,Canvass,Out of Business
2261336,ANTEPRIMA,ANTEPRIMA,1770521,Restaurant,Risk 1 (High),5316 N CLARK ST ,CHICAGO,IL,60640,2019,Canvass,No Entry
2253201,7 ELEVEN #3489104,7-ELEVEN,2059645,Grocery Store,Risk 2 (Medium),4771 N ELSTON AVE ,CHICAGO,IL,60630,2019,Canvass Re-Inspection,Pass
2253204,ARTURO'S TACOS,ARTURO'S TACOS,17234,Restaurant,Risk 1 (High),2001 N WESTERN AVE ,CHICAGO,IL,60647,2019,Complaint,Fail
2253203,DIANA'S DAYCARE CENTER,DIANA'S DAYCARE CENTER,2443214,Daycare Above and Under 2 Years,Risk 1 (High),5961 N CLARK ST ,CHICAGO,IL,60660,2019,License Re-Inspection,Pass
2253198,SONIA SHANKMAN ORTHOGENIC SCHOOL AT U OF C,SONIA SHANKMAN ORTHOGENIC SCHOOL AT U OF C,3247569,School,Risk 1 (High),6245 S INGLESIDE AVE ,CHICAGO,IL,60637,2019,Canvass,Pass
2253194,SHERIDAN M. MAGNET,MARK SHERIDAN MAGNET SCHOOL,29201,School,Risk 1 (High),533 W 27th St (2700S) ,CHICAGO,IL,60616,2019,Canvass,Pass
2253189,CAFE TOLA #5,CAFE TOLA,2641997,Restaurant,Risk 1 (High),600 N LA SALLE DR ,CHICAGO,IL,60654,2019,License,Not Ready
2253182,STONE ELEMENTARY,STONE  ACADEMY,29291,School,Risk 1 (High),6239 N Leavitt ,CHICAGO,IL,60659,2019,Canvass Re-Inspection,Pass
2253183,Palmer Elementary School,Palmer Elementary School,24821,School,Risk 1 (High),5051 N Kenneth (4432W) ,CHICAGO,IL,60630,2019,Canvass Re-Inspection,Pass
2253164,YATAI,YATAI,2641287,Restaurant,Risk 1 (High),6230 N BROADWAY ,CHICAGO,IL,60660,2019,License Re-Inspection,Pass w/ Conditions
2253145,SEVEN TREASURES,SEVEN TREASURES,6231,Restaurant,Risk 1 (High),2312 S WENTWORTH AVE ,CHICAGO,IL,60616,2019,Complaint,Fail
2253142,O'Keeffe,O'Keeffe,24751,School,Risk 1 (High),6940 S Merrill (2132E) ,CHICAGO,IL,60649,2019,Canvass,Pass
2253128,THE HAPPY LOBSTER,THE HAPPY LOBSTER,2646174,Restaurant,Risk 1 (High),131 N CLINTON ST ,CHICAGO,IL,60661,2019,License,Not Ready
2253122,CHARTWELLS,CICS RALPH ELLISON,2549068,CHARTER SCHOOL,Risk 1 (High),1817 W 80TH ST ,CHICAGO,IL,60620,2019,Canvass,Out of Business
2253119,ORIGINAL PANCAKE HOUSE,ORIGINAL PANCAKE HOUSE,15622,Restaurant,Risk 1 (High),10437 S WESTERN AVE ,CHICAGO,IL,60643,2019,Complaint,Fail
2253113,CHICAGO GRIND,CHICAGO GRIND,2328390,Restaurant,Risk 1 (High),5256 N BROADWAY ,CHICAGO,IL,60640,2019,Canvass,Out of Business
2253106,KFC,KFC,2608400,Restaurant,Risk 1 (High),5230 W MADISON ST ,CHICAGO,IL,60644,2019,Canvass,Pass
2253098,DAMENZO'S INC,DAMENZO'S,12502,Restaurant,Risk 1 (High),2322-2324 W TAYLOR ST ,CHICAGO,IL,60612,2019,Canvass,Pass w/ Conditions
2253100,GILHOOLEY'S,GILHOOLEY'S,2470121,Restaurant,Risk 1 (High),3901 W 103RD ST ,CHICAGO,IL,60655,2019,Complaint,Fail
2253067,DOUBLETREE BY HILTON CHICAGO-MAGNIFICENT MILE,HOT HOUSE/ MADE MARKET,2621644,Restaurant,Risk 1 (High),300 E OHIO ST ,CHICAGO,IL,60611,2019,Canvass,Pass
2253054,SANDY'S BAKERY & DELI INC,SANDY'S BAKERY & DELI,1442912,Bakery,Risk 1 (High),5857 W LAWRENCE AVE ,CHICAGO,IL,60630,2019,Canvass,Pass w/ Conditions
2253033,PERSHING MAGNET SCHOOL,JOHN J. PERSHING WEST MIDDLE SCHOOL/DOUGLASS,26871,School,Risk 1 (High),3200 S Calumet (334E) ,CHICAGO,IL,60616,2019,Canvass,Pass
2253019,WAFFLES,WAFFLES,2559552,Restaurant,Risk 1 (High),1104 W MADISON ST ,CHICAGO,IL,60607,2019,Canvass Re-Inspection,Pass
2253017,EARLE SCHOOL,EARLE SCHOOL,3399102,School,Risk 1 (High),2040 W 62nd  (6200S) ST ,CHICAGO,IL,60636,2019,Canvass,Pass
2253007,DONA BLANCO MEXICA RESTAURANT,DONA BLANCO MEXICAN RESTAURANT,2314947,Restaurant,Risk 1 (High),3641 W FULLERTON AVE ,CHICAGO,IL,60647,2019,Canvass,Out of Business
